biblioitem,former_leader,suggested_change
5787,00345    a2200109   4500,00345  m a2200109   4500
5790,00365    a2200121   4500,00365  m a2200121   4500
5866,00345    a2200121   4500,00345  m a2200121   4500
5873,00385    a2200109   4500,00385  m a2200109   4500
5875,00343    a2200121   4500,00343  m a2200121   4500
5886,00309    a2200109   4500,00309  m a2200109   4500
5891,00362    a2200109   4500,00362  m a2200109   4500
5892,00369    a2200109   4500,00369  m a2200109   4500
5893,00359    a2200121   4500,00359  m a2200121   4500
5895,00376    a2200109   4500,00376  m a2200109   4500
5896,00386    a2200109   4500,00386  m a2200109   4500
5908,00349    a2200121   4500,00349  m a2200121   4500
5915,00334    a2200109   4500,00334  m a2200109   4500
5922,00347    a2200121   4500,00347  m a2200121   4500
5934,00345    a2200121   4500,00345  m a2200121   4500
5937,00362    a2200109   4500,00362  m a2200109   4500
5941,00331    a2200109   4500,00331  m a2200109   4500
5945,00348    a2200109   4500,00348  m a2200109   4500
5957,00328    a2200109   4500,00328  m a2200109   4500
5958,00374    a2200109   4500,00374  m a2200109   4500
5972,00326    a2200109   4500,00326  m a2200109   4500
5980,00337    a2200109   4500,00337  m a2200109   4500
5989,00381    a2200109   4500,00381  m a2200109   4500
5990,00399    a2200109   4500,00399  m a2200109   4500
5991,00389    a2200109   4500,00389  m a2200109   4500
5992,00806aca a2200181   4500,00806acm a2200181   4500
5993,00590aca a2200157   4500,00590acm a2200157   4500
5994,00443    a2200121   4500,00443  m a2200121   4500
5995,00405    a2200109   4500,00405  m a2200109   4500
6006,00854    a2200217   4500,00854  m a2200217   4500
6026,00343    a2200121   4500,00343  m a2200121   4500
6044,00355    a2200121   4500,00355  m a2200121   4500
6060,00386    a2200109   4500,00386  m a2200109   4500
6071,00315    a2200109   4500,00315  m a2200109   4500
6099,00318    a2200109   4500,00318  m a2200109   4500
6103,00346    a2200121   4500,00346  m a2200121   4500
6107,00340    a2200109   4500,00340  m a2200109   4500
6108,00319    a2200109   4500,00319  m a2200109   4500
6125,00376    a2200109   4500,00376  m a2200109   4500
6126,00376    a2200109   4500,00376  m a2200109   4500
6136,00416    a2200121   4500,00416  m a2200121   4500
6165,00309    a2200109   4500,00309  m a2200109   4500
6166,00343    a2200121   4500,00343  m a2200121   4500
6204,00350    a2200121   4500,00350  m a2200121   4500
6206,00324    a2200109   4500,00324  m a2200109   4500
6216,00364    a2200109   4500,00364  m a2200109   4500
6251,00325    a2200109   4500,00325  m a2200109   4500
6273,00304    a2200109   4500,00304  m a2200109   4500
6295,00329    a2200109   4500,00329  m a2200109   4500
6325,00344    a2200121   4500,00344  m a2200121   4500
6344,00316    a2200109   4500,00316  m a2200109   4500
6348,00318    a2200109   4500,00318  m a2200109   4500
6370,00352    a2200121   4500,00352  m a2200121   4500
6390,00306    a2200109   4500,00306  m a2200109   4500
6392,00355    a2200121   4500,00355  m a2200121   4500
6426,00393    a2200109   4500,00393  m a2200109   4500
6427,00389    a2200109   4500,00389  m a2200109   4500
6428,00383    a2200109   4500,00383  m a2200109   4500
6429,00381    a2200109   4500,00381  m a2200109   4500
6430,00445    a2200109   4500,00445  m a2200109   4500
6431,00383    a2200109   4500,00383  m a2200109   4500
6432,00386    a2200109   4500,00386  m a2200109   4500
6433,00390    a2200109   4500,00390  m a2200109   4500
6434,00381    a2200109   4500,00381  m a2200109   4500
6435,00382    a2200109   4500,00382  m a2200109   4500
6436,00383    a2200109   4500,00383  m a2200109   4500
6437,00382    a2200109   4500,00382  m a2200109   4500
6438,00381    a2200109   4500,00381  m a2200109   4500
6439,00382    a2200109   4500,00382  m a2200109   4500
6440,00383    a2200109   4500,00383  m a2200109   4500
6441,00384    a2200109   4500,00384  m a2200109   4500
6444,00374    a2200109   4500,00374  m a2200109   4500
6445,00390    a2200109   4500,00390  m a2200109   4500
6446,00366    a2200109   4500,00366  m a2200109   4500
6449,00383    a2200109   4500,00383  m a2200109   4500
6473,00325    a2200109   4500,00325  m a2200109   4500
6484,00373    a2200109   4500,00373  m a2200109   4500
6505,00445    a2200145   4500,00445  m a2200145   4500
6506,00437    a2200145   4500,00437  m a2200145   4500
6513,00335    a2200121   4500,00335  m a2200121   4500
6529,00430    a2200133   4500,00430  m a2200133   4500
6548,00317    a2200109   4500,00317  m a2200109   4500
6549,00351    a2200121   4500,00351  m a2200121   4500
6556,00391    a2200109   4500,00391  m a2200109   4500
6557,00370    a2200109   4500,00370  m a2200109   4500
6584,01096    a2200217   4500,01096  m a2200217   4500
6585,00419    a2200121   4500,00419  m a2200121   4500
6587,00307    a2200109   4500,00307  m a2200109   4500
6601,00389    a2200109   4500,00389  m a2200109   4500
6603,00379    a2200109   4500,00379  m a2200109   4500
6609,00315    a2200109   4500,00315  m a2200109   4500
6613,00356    a2200121   4500,00356  m a2200121   4500
6625,00333    a2200109   4500,00333  m a2200109   4500
6656,00392    a2200109   4500,00392  m a2200109   4500
6661,00341    a2200109   4500,00341  m a2200109   4500
6666,00338    a2200121   4500,00338  m a2200121   4500
6673,00375    a2200109   4500,00375  m a2200109   4500
6685,00361    a2200121   4500,00361  m a2200121   4500
6690,00333    a2200109   4500,00333  m a2200109   4500
6692,00329    a2200109   4500,00329  m a2200109   4500
6701,00317    a2200109   4500,00317  m a2200109   4500
6703,00374    a2200121   4500,00374  m a2200121   4500
6704,00386    a2200121   4500,00386  m a2200121   4500
6705,00378    a2200121   4500,00378  m a2200121   4500
6706,00381    a2200121   4500,00381  m a2200121   4500
6721,00315    a2200109   4500,00315  m a2200109   4500
6732,00438    a2200133   4500,00438  m a2200133   4500
6746,00345    a2200121   4500,00345  m a2200121   4500
6808,00401    a2200121   4500,00401  m a2200121   4500
6831,00359    a2200121   4500,00359  m a2200121   4500
6832,00363    a2200121   4500,00363  m a2200121   4500
6833,00359    a2200121   4500,00359  m a2200121   4500
6871,00344    a2200097   4500,00344  m a2200097   4500
6872,00344    a2200097   4500,00344  m a2200097   4500
6877,00339    a2200109   4500,00339  m a2200109   4500
6904,00362    a2200109   4500,00362  m a2200109   4500
6905,00423    a2200121   4500,00423  m a2200121   4500
6906,00423    a2200121   4500,00423  m a2200121   4500
6907,00424    a2200121   4500,00424  m a2200121   4500
6908,00399    a2200121   4500,00399  m a2200121   4500
6910,00396    a2200109   4500,00396  m a2200109   4500
6922,00326    a2200109   4500,00326  m a2200109   4500
6934,00342    a2200109   4500,00342  m a2200109   4500
6935,00347    a2200109   4500,00347  m a2200109   4500
6936,00336    a2200109   4500,00336  m a2200109   4500
6938,00330    a2200109   4500,00330  m a2200109   4500
6940,00312    a2200109   4500,00312  m a2200109   4500
6941,00338    a2200109   4500,00338  m a2200109   4500
6943,00323    a2200109   4500,00323  m a2200109   4500
6944,00305    a2200109   4500,00305  m a2200109   4500
6950,00335    a2200109   4500,00335  m a2200109   4500
6951,00336    a2200109   4500,00336  m a2200109   4500
6960,00329    a2200109   4500,00329  m a2200109   4500
6961,00331    a2200109   4500,00331  m a2200109   4500
6962,00323    a2200109   4500,00323  m a2200109   4500
7007,00331    a2200109   4500,00331  m a2200109   4500
7014,00364    a2200121   4500,00364  m a2200121   4500
7028,00357    a2200121   4500,00357  m a2200121   4500
7031,00368    a2200121   4500,00368  m a2200121   4500
7034,00326    a2200109   4500,00326  m a2200109   4500
7061,00335    a2200109   4500,00335  m a2200109   4500
7093,00388    a2200109   4500,00388  m a2200109   4500
7094,00388    a2200109   4500,00388  m a2200109   4500
7165,02939aas a2200421   4500,02939aam a2200421   4500
7184,00354    a2200121   4500,00354  m a2200121   4500
7190,00347    a2200121   4500,00347  m a2200121   4500
7191,00346    a2200121   4500,00346  m a2200121   4500
7192,00334    a2200109   4500,00334  m a2200109   4500
7201,00317    a2200109   4500,00317  m a2200109   4500
7211,00306    a2200109   4500,00306  m a2200109   4500
7221,00300    a2200109   4500,00300  m a2200109   4500
7307,00318    a2200109   4500,00318  m a2200109   4500
7309,00405    a2200121   4500,00405  m a2200121   4500
7310,00415    a2200121   4500,00415  m a2200121   4500
7311,00736    a2200157   4500,00736  m a2200157   4500
7312,00416    a2200121   4500,00416  m a2200121   4500
7313,00387    a2200109   4500,00387  m a2200109   4500
7314,00404    a2200121   4500,00404  m a2200121   4500
7316,00406    a2200121   4500,00406  m a2200121   4500
7318,00397    a2200121   4500,00397  m a2200121   4500
7342,00331    a2200109   4500,00331  m a2200109   4500
7365,08241    a2201465   4500,08241  m a2201465   4500
7407,00340    a2200121   4500,00340  m a2200121   4500
7411,00334    a2200109   4500,00334  m a2200109   4500
7413,00325    a2200109   4500,00325  m a2200109   4500
7421,00402    a2200109   4500,00402  m a2200109   4500
7422,00392    a2200109   4500,00392  m a2200109   4500
7424,00343    a2200121   4500,00343  m a2200121   4500
7433,00338    a2200109   4500,00338  m a2200109   4500
7434,00338    a2200109   4500,00338  m a2200109   4500
7435,00321    a2200109   4500,00321  m a2200109   4500
7442,00392    a2200109   4500,00392  m a2200109   4500
7443,00393    a2200109   4500,00393  m a2200109   4500
7444,00393    a2200109   4500,00393  m a2200109   4500
7445,00391    a2200109   4500,00391  m a2200109   4500
7446,00399    a2200109   4500,00399  m a2200109   4500
7447,00402    a2200121   4500,00402  m a2200121   4500
7465,00810    a2200229   4500,00810  m a2200229   4500
7501,00381    a2200109   4500,00381  m a2200109   4500
7502,00383    a2200109   4500,00383  m a2200109   4500
7503,00378    a2200109   4500,00378  m a2200109   4500
7504,00384    a2200109   4500,00384  m a2200109   4500
7505,00393    a2200109   4500,00393  m a2200109   4500
7506,00368    a2200109   4500,00368  m a2200109   4500
7507,00406    a2200109   4500,00406  m a2200109   4500
7508,00380    a2200109   4500,00380  m a2200109   4500
7516,00334    a2200109   4500,00334  m a2200109   4500
7527,00380    a2200109   4500,00380  m a2200109   4500
7542,00794    a2200217   4500,00794  m a2200217   4500
7546,00306    a2200109   4500,00306  m a2200109   4500
7548,00366    a2200109   4500,00366  m a2200109   4500
7567,00326    a2200109   4500,00326  m a2200109   4500
7574,00337    a2200109   4500,00337  m a2200109   4500
7579,00304    a2200109   4500,00304  m a2200109   4500
7598,00346    a2200109   4500,00346  m a2200109   4500
7599,00345    a2200109   4500,00345  m a2200109   4500
7600,00347    a2200109   4500,00347  m a2200109   4500
7606,00334    a2200121   4500,00334  m a2200121   4500
7613,00409    a2200121   4500,00409  m a2200121   4500
7618,00294    a2200097   4500,00294  m a2200097   4500
7621,00315    a2200109   4500,00315  m a2200109   4500
7622,00366    a2200109   4500,00366  m a2200109   4500
7633,00394    a2200121   4500,00394  m a2200121   4500
7634,00396    a2200121   4500,00396  m a2200121   4500
7660,00328    a2200109   4500,00328  m a2200109   4500
7668,00413    a2200121   4500,00413  m a2200121   4500
7669,00376    a2200109   4500,00376  m a2200109   4500
7671,00372    a2200109   4500,00372  m a2200109   4500
7737,00328    a2200109   4500,00328  m a2200109   4500
7740,00301    a2200109   4500,00301  m a2200109   4500
7760,00396aca a2200121   4500,00396acm a2200121   4500
7781,00347    a2200121   4500,00347  m a2200121   4500
7808,01585aab a2200277   4500,01585aam a2200277   4500
7821,00328    a2200109   4500,00328  m a2200109   4500
7841,00353    a2200121   4500,00353  m a2200121   4500
7843,00338    a2200121   4500,00338  m a2200121   4500
7876,01886aaa a2200301   4500,01886aam a2200301   4500
7878,00323    a2200109   4500,00323  m a2200109   4500
7879,00326    a2200109   4500,00326  m a2200109   4500
7884,00361    a2200121   4500,00361  m a2200121   4500
7887,00299    a2200109   4500,00299  m a2200109   4500
7897,00427    a2200121   4500,00427  m a2200121   4500
7906,00376    a2200097   4500,00376  m a2200097   4500
7907,00405    a2200109   4500,00405  m a2200109   4500
7963,00412    a2200121   4500,00412  m a2200121   4500
7964,00386    a2200109   4500,00386  m a2200109   4500
7965,00385    a2200109   4500,00385  m a2200109   4500
7966,00394    a2200109   4500,00394  m a2200109   4500
7967,00369    a2200109   4500,00369  m a2200109   4500
7968,00385    a2200109   4500,00385  m a2200109   4500
7969,00386    a2200109   4500,00386  m a2200109   4500
7971,00376    a2200109   4500,00376  m a2200109   4500
7972,00404    a2200109   4500,00404  m a2200109   4500
7973,00372    a2200109   4500,00372  m a2200109   4500
7976,00378    a2200109   4500,00378  m a2200109   4500
7977,00413    a2200121   4500,00413  m a2200121   4500
7978,00414    a2200121   4500,00414  m a2200121   4500
7979,00413    a2200121   4500,00413  m a2200121   4500
7980,00414    a2200121   4500,00414  m a2200121   4500
7981,00414    a2200121   4500,00414  m a2200121   4500
7982,00414    a2200121   4500,00414  m a2200121   4500
7983,00414    a2200121   4500,00414  m a2200121   4500
7984,00414    a2200121   4500,00414  m a2200121   4500
7985,00414    a2200121   4500,00414  m a2200121   4500
7986,00384    a2200109   4500,00384  m a2200109   4500
7987,00384    a2200109   4500,00384  m a2200109   4500
7988,00384    a2200109   4500,00384  m a2200109   4500
7989,00414    a2200121   4500,00414  m a2200121   4500
7991,00365    a2200109   4500,00365  m a2200109   4500
8041,00327    a2200109   4500,00327  m a2200109   4500
8057,00371    a2200109   4500,00371  m a2200109   4500
8058,00379    a2200109   4500,00379  m a2200109   4500
8059,00355    a2200121   4500,00355  m a2200121   4500
8061,00387    a2200109   4500,00387  m a2200109   4500
8075,00312    a2200109   4500,00312  m a2200109   4500
8082,00374    a2200109   4500,00374  m a2200109   4500
8083,00377    a2200109   4500,00377  m a2200109   4500
8084,00378    a2200109   4500,00378  m a2200109   4500
8085,00378    a2200109   4500,00378  m a2200109   4500
8086,00378    a2200109   4500,00378  m a2200109   4500
8087,00370    a2200109   4500,00370  m a2200109   4500
8088,00374    a2200109   4500,00374  m a2200109   4500
8089,00404    a2200121   4500,00404  m a2200121   4500
8090,00404    a2200121   4500,00404  m a2200121   4500
8091,00370    a2200109   4500,00370  m a2200109   4500
8092,00374    a2200109   4500,00374  m a2200109   4500
8093,00371    a2200109   4500,00371  m a2200109   4500
8094,00387    a2200109   4500,00387  m a2200109   4500
8095,00375    a2200109   4500,00375  m a2200109   4500
8096,00388    a2200109   4500,00388  m a2200109   4500
8097,00387    a2200109   4500,00387  m a2200109   4500
8098,00394    a2200109   4500,00394  m a2200109   4500
8099,00379    a2200109   4500,00379  m a2200109   4500
8100,00365    a2200109   4500,00365  m a2200109   4500
8101,00364    a2200109   4500,00364  m a2200109   4500
8102,00384    a2200109   4500,00384  m a2200109   4500
8103,00390    a2200109   4500,00390  m a2200109   4500
8106,00386    a2200109   4500,00386  m a2200109   4500
8107,00388    a2200109   4500,00388  m a2200109   4500
8108,00376    a2200109   4500,00376  m a2200109   4500
8109,00387    a2200121   4500,00387  m a2200121   4500
8110,00373    a2200109   4500,00373  m a2200109   4500
8131,00359    a2200121   4500,00359  m a2200121   4500
8150,00407    a2200121   4500,00407  m a2200121   4500
8188,00349    a2200121   4500,00349  m a2200121   4500
8190,00331    a2200109   4500,00331  m a2200109   4500
8224,00940    a2200241   4500,00940  m a2200241   4500
8229,00336    a2200109   4500,00336  m a2200109   4500
8230,00334    a2200109   4500,00334  m a2200109   4500
8258,00323    a2200109   4500,00323  m a2200109   4500
8267,00862aca a2200193   4500,00862acm a2200193   4500
8281,00353    a2200121   4500,00353  m a2200121   4500
8286,00348    a2200121   4500,00348  m a2200121   4500
8290,00314    a2200109   4500,00314  m a2200109   4500
8304,00591    a2200157   4500,00591  m a2200157   4500
8315,00367    a2200109   4500,00367  m a2200109   4500
8316,00378    a2200109   4500,00378  m a2200109   4500
8338,00331    a2200109   4500,00331  m a2200109   4500
8364,00341    a2200121   4500,00341  m a2200121   4500
8367,00370    a2200121   4500,00370  m a2200121   4500
8372,01367    a2200301   4500,01367  m a2200301   4500
8401,00371    a2200121   4500,00371  m a2200121   4500
8402,00371    a2200121   4500,00371  m a2200121   4500
8446,00350    a2200109   4500,00350  m a2200109   4500
8447,00339    a2200109   4500,00339  m a2200109   4500
8465,00316    a2200109   4500,00316  m a2200109   4500
8467,00633    a2200181   4500,00633  m a2200181   4500
8512,00300    a2200109   4500,00300  m a2200109   4500
8515,00331    a2200109   4500,00331  m a2200109   4500
8525,00314    a2200109   4500,00314  m a2200109   4500
8526,00309    a2200109   4500,00309  m a2200109   4500
8527,00311    a2200109   4500,00311  m a2200109   4500
8528,00299    a2200109   4500,00299  m a2200109   4500
8529,00299    a2200109   4500,00299  m a2200109   4500
8530,00299    a2200109   4500,00299  m a2200109   4500
8531,00305    a2200109   4500,00305  m a2200109   4500
8536,00349    a2200121   4500,00349  m a2200121   4500
8541,00319    a2200109   4500,00319  m a2200109   4500
8542,00325    a2200109   4500,00325  m a2200109   4500
8561,00329    a2200109   4500,00329  m a2200109   4500
8568,00417    a2200121   4500,00417  m a2200121   4500
8596,00344    a2200121   4500,00344  m a2200121   4500
8608,00368    a2200109   4500,00368  m a2200109   4500
8660,00354    a2200121   4500,00354  m a2200121   4500
8662,00390    a2200121   4500,00390  m a2200121   4500
8691,00365    a2200133   4500,00365  m a2200133   4500
8694,00359    a2200121   4500,00359  m a2200121   4500
8744,00325    a2200109   4500,00325  m a2200109   4500
8818,00332    a2200109   4500,00332  m a2200109   4500
8852,00328    a2200109   4500,00328  m a2200109   4500
8855,00345    a2200121   4500,00345  m a2200121   4500
8859,00344    a2200121   4500,00344  m a2200121   4500
8869,00410    a2200121   4500,00410  m a2200121   4500
8871,00305    a2200109   4500,00305  m a2200109   4500
8872,00314    a2200109   4500,00314  m a2200109   4500
8893,00314    a2200109   4500,00314  m a2200109   4500
8913,00397    a2200109   4500,00397  m a2200109   4500
8924,00313    a2200097   4500,00313  m a2200097   4500
8944,00361    a2200121   4500,00361  m a2200121   4500
8979,00320    a2200109   4500,00320  m a2200109   4500
8994,00330    a2200109   4500,00330  m a2200109   4500
8995,01753    a2200337   4500,01753  m a2200337   4500
9009,00327    a2200109   4500,00327  m a2200109   4500
9014,00305    a2200109   4500,00305  m a2200109   4500
9026,00389    a2200109   4500,00389  m a2200109   4500
9043,00375    a2200109   4500,00375  m a2200109   4500
9046,00375    a2200109   4500,00375  m a2200109   4500
9057,00353    a2200121   4500,00353  m a2200121   4500
9059,00315    a2200109   4500,00315  m a2200109   4500
9092,00350    a2200121   4500,00350  m a2200121   4500
9150,00360    a2200121   4500,00360  m a2200121   4500
9162,00320    a2200109   4500,00320  m a2200109   4500
9192,00379    a2200109   4500,00379  m a2200109   4500
9193,00408    a2200121   4500,00408  m a2200121   4500
9194,00404    a2200121   4500,00404  m a2200121   4500
9217,00333    a2200097   4500,00333  m a2200097   4500
9228,00471    a2200145   4500,00471  m a2200145   4500
9241,00303    a2200109   4500,00303  m a2200109   4500
9257,01142    a2200229   4500,01142  m a2200229   4500
9291,00311    a2200109   4500,00311  m a2200109   4500
9292,00327    a2200109   4500,00327  m a2200109   4500
9306,00307    a2200109   4500,00307  m a2200109   4500
9323,04650    a2200769   4500,04650  m a2200769   4500
9325,00355    a2200121   4500,00355  m a2200121   4500
9373,00396    a2200109   4500,00396  m a2200109   4500
9374,00394    a2200109   4500,00394  m a2200109   4500
9375,00397    a2200109   4500,00397  m a2200109   4500
9376,00395    a2200109   4500,00395  m a2200109   4500
9377,00395    a2200109   4500,00395  m a2200109   4500
9378,00398    a2200109   4500,00398  m a2200109   4500
9379,00387    a2200109   4500,00387  m a2200109   4500
9380,00389    a2200109   4500,00389  m a2200109   4500
9381,00385    a2200109   4500,00385  m a2200109   4500
9382,00387    a2200109   4500,00387  m a2200109   4500
9383,00396    a2200109   4500,00396  m a2200109   4500
9392,00338    a2200121   4500,00338  m a2200121   4500
9414,00381    a2200109   4500,00381  m a2200109   4500
9437,00418    a2200121   4500,00418  m a2200121   4500
9444,00325    a2200109   4500,00325  m a2200109   4500
9454,00341    a2200109   4500,00341  m a2200109   4500
9461,00411    a2200121   4500,00411  m a2200121   4500
9462,00398    a2200109   4500,00398  m a2200109   4500
9463,00397    a2200109   4500,00397  m a2200109   4500
9464,00289    a2200097   4500,00289  m a2200097   4500
9465,00303    a2200097   4500,00303  m a2200097   4500
9493,00406    a2200109   4500,00406  m a2200109   4500
9494,00418    a2200109   4500,00418  m a2200109   4500
9495,00434    a2200121   4500,00434  m a2200121   4500
9496,00424    a2200109   4500,00424  m a2200109   4500
9497,00442    a2200121   4500,00442  m a2200121   4500
9499,00442    a2200121   4500,00442  m a2200121   4500
9504,00356    a2200121   4500,00356  m a2200121   4500
9509,00392    a2200109   4500,00392  m a2200109   4500
9522,00319    a2200109   4500,00319  m a2200109   4500
9528,00308    a2200109   4500,00308  m a2200109   4500
9533,00320    a2200109   4500,00320  m a2200109   4500
9535,00375    a2200109   4500,00375  m a2200109   4500
9537,00368    a2200109   4500,00368  m a2200109   4500
9539,00388    a2200109   4500,00388  m a2200109   4500
9558,00337    a2200109   4500,00337  m a2200109   4500
9562,00333    a2200109   4500,00333  m a2200109   4500
9576,00308    a2200109   4500,00308  m a2200109   4500
9603,00371    a2200109   4500,00371  m a2200109   4500
9651,00311    a2200109   4500,00311  m a2200109   4500
9665,00448aca a2200121   4500,00448acm a2200121   4500
9668,00309    a2200097   4500,00309  m a2200097   4500
9683,00365    a2200109   4500,00365  m a2200109   4500
9687,00368    a2200109   4500,00368  m a2200109   4500
9689,00399    a2200121   4500,00399  m a2200121   4500
9690,00371    a2200109   4500,00371  m a2200109   4500
9691,00372    a2200109   4500,00372  m a2200109   4500
9692,00416    a2200121   4500,00416  m a2200121   4500
9693,00379    a2200109   4500,00379  m a2200109   4500
9694,00384    a2200109   4500,00384  m a2200109   4500
9695,00389    a2200109   4500,00389  m a2200109   4500
9696,00381    a2200109   4500,00381  m a2200109   4500
9697,00383    a2200109   4500,00383  m a2200109   4500
9698,00381    a2200109   4500,00381  m a2200109   4500
9699,00381    a2200109   4500,00381  m a2200109   4500
9700,00381    a2200109   4500,00381  m a2200109   4500
9701,00381    a2200109   4500,00381  m a2200109   4500
9702,00381    a2200109   4500,00381  m a2200109   4500
9703,00381    a2200109   4500,00381  m a2200109   4500
9704,00381    a2200109   4500,00381  m a2200109   4500
9705,00381    a2200109   4500,00381  m a2200109   4500
9706,00426    a2200109   4500,00426  m a2200109   4500
9707,00426    a2200109   4500,00426  m a2200109   4500
9708,00426    a2200109   4500,00426  m a2200109   4500
9709,00426    a2200109   4500,00426  m a2200109   4500
9710,00426    a2200109   4500,00426  m a2200109   4500
9711,00426    a2200109   4500,00426  m a2200109   4500
9712,00387    a2200109   4500,00387  m a2200109   4500
9713,00396    a2200109   4500,00396  m a2200109   4500
9714,00376    a2200109   4500,00376  m a2200109   4500
9715,00376    a2200109   4500,00376  m a2200109   4500
9716,00399    a2200109   4500,00399  m a2200109   4500
9717,00399    a2200109   4500,00399  m a2200109   4500
9718,00397    a2200109   4500,00397  m a2200109   4500
9719,00421    a2200121   4500,00421  m a2200121   4500
9720,00398    a2200109   4500,00398  m a2200109   4500
9721,00395    a2200109   4500,00395  m a2200109   4500
9722,00375    a2200109   4500,00375  m a2200109   4500
9746,00349    a2200121   4500,00349  m a2200121   4500
9774,00366    a2200109   4500,00366  m a2200109   4500
9784,00362    a2200121   4500,00362  m a2200121   4500
9794,00327    a2200109   4500,00327  m a2200109   4500
9795,00345    a2200121   4500,00345  m a2200121   4500
9849,00330    a2200109   4500,00330  m a2200109   4500
9850,00337    a2200121   4500,00337  m a2200121   4500
9890,00410    a2200121   4500,00410  m a2200121   4500
9891,00410    a2200121   4500,00410  m a2200121   4500
9892,00376    a2200109   4500,00376  m a2200109   4500
9918,00355    a2200121   4500,00355  m a2200121   4500
9960,00334    a2200121   4500,00334  m a2200121   4500
9976,00388    a2200109   4500,00388  m a2200109   4500
9977,00372    a2200109   4500,00372  m a2200109   4500
9978,00372    a2200109   4500,00372  m a2200109   4500
10014,00359    a2200121   4500,00359  m a2200121   4500
10058,00335    a2200121   4500,00335  m a2200121   4500
10059,00310    a2200109   4500,00310  m a2200109   4500
10060,00331    a2200109   4500,00331  m a2200109   4500
10081,00396    a2200121   4500,00396  m a2200121   4500
10122,00319    a2200109   4500,00319  m a2200109   4500
10133,00334    a2200109   4500,00334  m a2200109   4500
10167,00347    a2200121   4500,00347  m a2200121   4500
10210,00314    a2200109   4500,00314  m a2200109   4500
10213,00388    a2200109   4500,00388  m a2200109   4500
10214,00390    a2200109   4500,00390  m a2200109   4500
10215,00392    a2200109   4500,00392  m a2200109   4500
10216,00410    a2200121   4500,00410  m a2200121   4500
10217,00414    a2200121   4500,00414  m a2200121   4500
10218,00394    a2200109   4500,00394  m a2200109   4500
10219,00436    a2200121   4500,00436  m a2200121   4500
10220,00392    a2200109   4500,00392  m a2200109   4500
10221,00414    a2200121   4500,00414  m a2200121   4500
10223,00404    a2200121   4500,00404  m a2200121   4500
10224,00405    a2200121   4500,00405  m a2200121   4500
10225,00407    a2200121   4500,00407  m a2200121   4500
10226,00388    a2200109   4500,00388  m a2200109   4500
10227,00381    a2200109   4500,00381  m a2200109   4500
10228,00380    a2200109   4500,00380  m a2200109   4500
10229,00376    a2200109   4500,00376  m a2200109   4500
10230,00422    a2200121   4500,00422  m a2200121   4500
10231,00402    a2200109   4500,00402  m a2200109   4500
10232,00395    a2200109   4500,00395  m a2200109   4500
10235,00355    a2200121   4500,00355  m a2200121   4500
10237,00307    a2200109   4500,00307  m a2200109   4500
10238,00307    a2200109   4500,00307  m a2200109   4500
10253,00340    a2200109   4500,00340  m a2200109   4500
10267,00363    a2200109   4500,00363  m a2200109   4500
10272,00324    a2200109   4500,00324  m a2200109   4500
10274,00388    a2200109   4500,00388  m a2200109   4500
10297,00336    a2200109   4500,00336  m a2200109   4500
10298,00325    a2200109   4500,00325  m a2200109   4500
10299,00336    a2200109   4500,00336  m a2200109   4500
10300,00376    a2200121   4500,00376  m a2200121   4500
10306,00381    a2200109   4500,00381  m a2200109   4500
10307,00381    a2200109   4500,00381  m a2200109   4500
10308,00382    a2200109   4500,00382  m a2200109   4500
10309,00375    a2200109   4500,00375  m a2200109   4500
10310,00379    a2200097   4500,00379  m a2200097   4500
10311,00345    a2200097   4500,00345  m a2200097   4500
10378,00353    a2200121   4500,00353  m a2200121   4500
10383,00357    a2200121   4500,00357  m a2200121   4500
10403,00349    a2200121   4500,00349  m a2200121   4500
10445,00341    a2200109   4500,00341  m a2200109   4500
10467,00329    a2200121   4500,00329  m a2200121   4500
10482,00314    a2200109   4500,00314  m a2200109   4500
10486,00346    a2200121   4500,00346  m a2200121   4500
10491,00332    a2200109   4500,00332  m a2200109   4500
10494,00335    a2200109   4500,00335  m a2200109   4500
10505,00346    a2200109   4500,00346  m a2200109   4500
10506,00335    a2200109   4500,00335  m a2200109   4500
10507,00346    a2200121   4500,00346  m a2200121   4500
10512,00334    a2200109   4500,00334  m a2200109   4500
10529,00394    a2200109   4500,00394  m a2200109   4500
10538,00362    a2200097   4500,00362  m a2200097   4500
10549,01116aca a2200205   4500,01116acm a2200205   4500
10574,00333    a2200109   4500,00333  m a2200109   4500
10583,00329    a2200109   4500,00329  m a2200109   4500
10605,00358    a2200121   4500,00358  m a2200121   4500
10661,00338    a2200109   4500,00338  m a2200109   4500
10662,00342    a2200109   4500,00342  m a2200109   4500
10663,00342    a2200109   4500,00342  m a2200109   4500
10674,00334    a2200109   4500,00334  m a2200109   4500
10683,00324    a2200109   4500,00324  m a2200109   4500
10684,00314    a2200109   4500,00314  m a2200109   4500
10693,00357    a2200109   4500,00357  m a2200109   4500
10695,00359    a2200109   4500,00359  m a2200109   4500
10697,00357    a2200109   4500,00357  m a2200109   4500
10699,00355    a2200109   4500,00355  m a2200109   4500
10730,00328    a2200109   4500,00328  m a2200109   4500
10768,00336    a2200109   4500,00336  m a2200109   4500
10771,00307    a2200109   4500,00307  m a2200109   4500
10773,00347    a2200121   4500,00347  m a2200121   4500
10787,00411    a2200121   4500,00411  m a2200121   4500
10789,00396    a2200121   4500,00396  m a2200121   4500
