biblioitem,title,call_number,barcode,source_of_acquisition
5831,Die Klaviersuite Johann Jakob Frobergers,BIO FROB2 e,20129196,Koopman
5832,Barockoper in Bayreuth,TOP DE.BAY 5,20128143,Koopman
5833,Rokoko-Oper in Bayreuth:,TOP DE.BAY 5,20128142,Koopman
5834,Unbekanntes Barock Ottobeuren,TOP DE.OTT,20128171,Koopman
5835,Cort relaas sedert den jare 1609:,BIO BAUT a,20123595,Koopman
5836,Notes et documents inédits sur l'Opéra-Comique et quelques-uns de ses artistes pendant la Révolution,TOP FR.PAR 5,20122712,Koopman
5837,The autobiography of Richard Baxt,BIO BAXT1 a,20126587,Koopman
5838,The Baroque: ,VIS BAZI,20123241,Koopman
5839,Die Reise des Kardinal Luigi d'Aragona,BIO LUIG e,20127670,Koopman
5840,Exlibris aus 6 Jahrhunderten.,BIB1 BAUE,20121077,Koopman
5841,François Couperin /,BIO COUP d,20128531,Koopman
5842,François Couperin /,BIO COUP d,20126776,Koopman
5845,Spiegel van mijn leven:,BIO BECK1 a,20128251,Koopman
5846,Mijn voornaamste daden en ontmoetingen:,BIO BECK1 a,20123644,Koopman
5847,Die Venezianische Musikerschule im 16. Jahrhundert,TOP IT.VEN1 4,20128139,Koopman
5848,Orgues Silbermann d'Alsace.,INS3.1b SILB,20123222,Koopman
5850,Ein Wegbegleiter zu den geistlichen Stätten der Stadt Pfullendorf,TOP DE.PFU,20130317,Koopman
5851,The Organ Chorales of Johann Gottfried Walther:,BIO WALT2 e,20121297,Koopman
5852,Telemann und Frankreich:,BIO TELE e,20125672,Koopman
5853,Die Bedeutung der Musik für die Dresdener Hoffeste bis in die Zeit Augusts des Starken,TOP DE.DRE 4,20128076,Koopman
5854,De juridische titelprent in de zeventiende eeuw:,TOP NL,20120142,Koopman
5855,Quellentexte zur Konzeption der europäischen Oper im 17. Jahrhundert,GEN16,20128401,Koopman
5856,Vom geistigen Wesen der Tonarten,KTS1 H.09.010,20128069,Koopman
5857,Die französische Violinsonate mit Basso continuo von Jean-Marie Leclair bis Pierre Gaviniès,INS4.1d BECK,20123599,Koopman
5858,Repertorium Orgelmusik.,INS3.1a,20125884,Koopman
5860,Die Norddeutsche Schule.,INS3.1a DE,20129276,Koopman
5860,Die Norddeutsche Schule.,INS3.1a DE,20129275,Koopman
5861,Musiciens néerlandais à la cour de Madrid.,TOP ES.MAD 4,20128081,Koopman
5863,La Chanson de Roland,LIT a BEDI,20122210,Koopman
5864,Le Roman de Tristan et Iseut,LIT BEDI a,20126482,Koopman
5865,Het orgel in de Pelstergasthuiske te Groningen,INS3.1e NL.GRO,20128797,Koopman
5867,De kasteeltekeningen van Abraham Rademaker /,BIO RADE1 d,20127497,Koopman
5868,Opus 4.,INS3.1a NL.GEN,20130327,Koopman
5869,Musikerautographen in Sammlung Helmut Nanz:,BIB4 DE NANZ,20126813,Koopman
5870,Musikalische Schriften,TRE BEER,20129243,Koopman
5870,Musikalische Schriften,TRE BEER,20129241,Koopman
5872,Die neun Symphonien / The Nine Symphonies,SCO S BEET,20139192,Koopman
5872,Die neun Symphonien / The Nine Symphonies,SCO S BEET,20139193,Koopman
5872,Die neun Symphonien / The Nine Symphonies,SCO S BEET,20139194,Koopman
5872,Die neun Symphonien / The Nine Symphonies,SCO S BEET,20139195,Koopman
5872,Die neun Symphonien / The Nine Symphonies,SCO S BEET,20139196,Koopman
5872,Die neun Symphonien / The Nine Symphonies,SCO S BEET,20139197,Koopman
5872,Die neun Symphonien / The Nine Symphonies,SCO S BEET,20144205,Koopman
5872,Die neun Symphonien / The Nine Symphonies,SCO S BEET,20144206,Koopman
5872,Die neun Symphonien / The Nine Symphonies,SCO S BEET,20144207,Koopman
5876,Der Einfluss des Tempos auf die Beurteilung von Musik,MTP1 BEHN,20123295,Koopman
5877,Dulce melos organorum,INS3.1d,20121353,Koopman
5878,Hexen und Hexenprozesse in Deutschland,HUM BEHR,20122290,Koopman
5879,Hans Jakob Christoph von Grimmelhausen.,BIO GRIM d,20122852,Koopman
5880,Über Johann Jacob Froberger's Leb,BIO FROB2 e,20129072,Koopman
5881,Het dagboek van Jacob Bicker Raye,BIO RAIJ a,20123825,Koopman
5882,"Bach, Das wohltemperierte Klavier I :",BIO BACH1 e,20120515,Koopman
5883,Johann Sebastian Bachs Notenbibliothek,BIO BACH1 b,20126747,Koopman
5884,Les Regrets,LIT BELL a,20122201,Koopman
5885,Galilei:,BIO GALI2 d,20123208,Koopman
5887,Hindeloopen: Friesland's elfde stede,TOP NL.FRY,20122295,Koopman
5888,Die freien Orgelwerke Dieterich Buxtehudes:,BIO BUXT e,20121470,Koopman
5889,Die deutsche Kompositionslehre des 18. Jahrhunderts.,TOP DE 5,20125271,Koopman
5894,Per la storia del collezionismo italiano:,TOP IT 4,20122535,Koopman
5897,J. H. Roman och hans instrumentalmusik:,BIO ROMA e,20125288,Koopman
5898,Mr. Roman's Spuriosity Shop: ,BIO ROMA c-->BIB,20128667,Koopman
5899,The remarkable life of Don Diego,BIO TORR1 a,20125440,Koopman
5900,Sacred repertories in Paris under Louis XIII :,TOP FR.PAR 5,20120124,Koopman
5901,"Musiques de cour. Chapelle, Chambre, Écurie.",TOP FR 5,20127958,Koopman
5902,L'Europe musicale au temps de Louis XIV,GHM5,20125498,Koopman
5903,Dictionnaire de la musique en France aux XVIIe et XVIIIe siècles,TOP FR 5,20123427,Koopman
5904,Les événements musicaux sous le règne de Louis XIV :,TOP FR 5,20120749,Koopman
5905,Mélanges Francois Couperin,BIO COUP d-->e,20123131,Koopman
5906,I Magnifici Apparati,TOP IT 3,20127625,Koopman
5907,Ignace Pleyel :,BIO PLEYE c,20128598,Koopman
5909,Viola d'amore. Bibliographie,INS4.2a,20128226,Koopman
5910,Groot tegelboek,VIS BERE,20128168,Koopman
5911,Het meubel,VIS BERE,20125577,Koopman
5912,"The letters of Bernard Berenson and Isabella Stewart Gardner, 1887-1924, with correspondence by Mary Berenson /",BIO BERE a,20129170,Koopman
5913,Beiträge zur Geschichte der Trierer Dommusik,TOP DE.TRI,20128075,Koopman
5914,Institut Néerlandais Paris 1957-1992,TOP FR.PAR 7,20129098,Koopman
5916,Rembrandt en zijn school,VIS BERG,20120723,Koopman
5917,Die Mark Brandenburg.,INS3.1 a DE.BRA2,20125794,Koopman
5918,Joachim Wagner. Orgelmacher (1690-1749),INS3.1b WAGN,20121543,Koopman
5919,Musica Ficta:,MTP2 BERG,20127565,Koopman
5921,Studier i Christian Geists vokalmusik,BIO GEIS e,20123781,Koopman
5923,"Kabinetten, galerijen en musea:",HUM BERG,20121230,Koopman
5924,Die Zauberflöte:,BIO MOZA1 e,20128291,Koopman
5926,Magna commoditas:,BIB4 NL.LEI,20128566,Koopman
5926,Magna commoditas:,BIB4 NL.LEI,20128567,Koopman
5927,"The Memoirs of Hector Berlioz,",BIO BERL a,20121047,Koopman
5928,Brieven en opdrachten van beroemde musici:,GHM0,20122129,Koopman
5929,Lebenserinnerungen,BIO BERL a,20126859,Koopman
5930,Grande messe des morts,SCO S BERL,20124321,Koopman
5932,La ornamentación en las obras de Cabanilles,BIO CABA e,20126875,Koopman
5933,L'Organo Nell'Arcidiaconale di Agordo,INS3.1e IT.AGO,20128744,Koopman
5935,Un cembalo in marmo per Francesco II d'Este,INS3.2b IT,20120432,Koopman
5936,Anton van Dyck :,BIO VAND6 e,20126991,Koopman
5938,Das Musikinstrumenten-Museum Berl,INS1b DE.BER1,20122636,Koopman
5939,Preservation and Restoration of Musical Instruments.,INS1a,20127217,Koopman
5940,Jamisatie. Voorstel tot een nieuwe nomenclatuur in de muziek,MTP1 BERN,20123383,Koopman
5942,Jacobus Clemens non Papa und seine Motetten,BIO CLEM d,20123141,Koopman
5943,Die Kompositionslehre Heinrich Schützens in der Fassung seines Schülers Christoph Bernhard,BIO SCHU5 e,20125282,Koopman
5944,Von den Dissonanzen: Christoph Bernhards Resolutiones Tonorum Dissonantium,TRE BERN,20129238,Koopman
5946,Rubens :,BIO RUBE d,20128176,Koopman
5947,French chansons of the sixteenth century /,SCO MISC BERN1,20125385,Koopman
5948,Le Roman de Tristan,LIT BERO a,20126522,Koopman
5949,L'Organo Concone 1757 dell'Oratorio del cristo Risorto di Savona,INS3.1e IT.SAV,20128997,Koopman
5950,Arte organaria in Liguria,INS3.1b IT.LIG,20129311,Koopman
5951,Gli Organi della Cattedrale di San Lorenzo a Genova (1391-2005),INS3.1e IT.GEN,20121351,Koopman
5952,L'Organo Alari dell'Abbazia di San Matteo a Genova,INS3.1e IT.GEN,20121319,Koopman
5953,Brera dispersa:,VIS BERT,20127039,Koopman
5954,The Vasari Corridor,VIS BERT,20125557,Koopman
5956,Een boecxken gemaket ende bescreven van suster Bertken die lvij iaren besloten heeft gheseten tot Utrecht in die buerkercke,BIO JACO a,20120551,Koopman
5959,Das Einnahmebuch des Schlesinger Stadtmusikanten Friedrich Adolph Berwald,BIO BERW1 a,20122902,Koopman
5960,V poiskakh utrachennogo smysla :,BIO BACH1 e,20120930,Koopman
5961,Die Notendrucker und ihre Verleger in Frankfurt am Main von den Anfängen bis etwas 1630:,BIB4 DE.FRA1 4,20127965,Koopman
5962,Het 'Boec van Lancelote',LIT BESA a,20120645,Koopman
5963,Het Orgel in de Groote kerk te Rotterdam,INS3.1e NL.ROT,20125803,Koopman
5964,Kritischer Bericht: Vier Ouvertüren (Orchestersuiten),SCO BACH1,20123487,Koopman
5965,Kritischer Bericht: Sechs Brandenburgische Konzerte,SCO BACH1,20123486,Koopman
5966,Fünf echte Bildnisse Johann Sebastian Bachs,BIO BACH1 e,20123034,Koopman
5967,Aufsätze zur Musikästhetik und Musikgeschichte,AES BESS,20122376,Koopman
5968,Das musikalische Hören der Neuzeit,KTS1 H.09.009,20130348,Koopman
5969,Gli strumenti a fiato nell'epoca di Mozart,INS6a,20120763,Koopman
5971,Die Königin der Instrumente.,INS3.1a,20123552,Koopman
5973,Historische Tasteninstrumente.,INS3.1a DE.HAM,20121120,Koopman
5974,"Die Münsterische Dom-, Hof- und Musikkapelle 1650-1802.",TOP DE.MUN2 5,20125366,Koopman
5976,A Briefe and Short Instruction of the Art of Musicke,TRE BEVI,20120501,Koopman
5977,Luca di Leida,BIO LEID d,20129413,Koopman
5978,Faszinierende Welt der Automaten.,INS10.9a BEYE,20121021,Koopman
5979,Studien zur Vorgeschichte des Dur-Moll,MTP1 BEYE,20123392,Koopman
5981,Die Ornamentik der Musik,MTP2 BEYS,20123314,Koopman
5982,Liebe und Abenteuer im höfischen Roman (Chrétien de Troyes),LIT TROY a,20126534,Koopman
5983,Il fondo musicale dell'archivio di San Pietro a Perugia,BIB4 IT.PER,20122642,Koopman
5984,De Heilige Cecilia met orgel:,VIS BIAN,20127262,Koopman
5985,Geschichte der italienischen Oper,TOP IT 0,20129318,Koopman
5985,Geschichte der italienischen Oper,TOP IT 0,20129317,Koopman
5985,Geschichte der italienischen Oper,TOP IT 0,20129308,Koopman
5988,Eben komme ich von Haydn...,BIO HAYD1 a,20128302,Koopman
5996,The History of the English Organ,INS3.1a GB,20123750,Koopman
5997,Abraham van den Kerckhoven ca. 1618-1701:,BIO VAND2 d,20128651,Koopman
5998,Musikgeschichte von Bautzen bis zum Anfang des 19. Jahrhunderts,TOP DE.BAU,20127823,Koopman
5999,Georg Schumann,BIO SCHU12 b,20123833,Koopman
6000,"Il restauro dell'organo Giuseppe Bonatti, 1713",INS3.1e IT.REZ,20121355,Koopman
6001,Eene goede orgel wel zaemengesteld.,INS3.1e BE.GHE,20128254,Koopman
6002,"Salomon, Jan, Joseph en Dirck de",BIO BRAY d,20122184,Koopman
6003,Frans Hals und Haarlems Meister der Goldenen Zeit,BIO HALS e,20127492,Koopman
6004,"Het Nederlandse orgel in de renaissance en de barok, in het bijzonder de school van Jan van Covelens",INS3.1a NL,20125380,Koopman
6004,"Het Nederlandse orgel in de renaissance en de barok, in het bijzonder de school van Jan van Covelens",INS3.1a NL,20125379,Koopman
6007,Catalogo tematico delle composizioni teatrali di Antonio Salieri:,BIO SALI c,20129154,Koopman
6008,Lodovico Piantanida. Percorsi artistici di un organaro itinerante,INS3.1b PIAN,20125665,Koopman
6010,Meer zuurs dan zoet,LIT BIJN a,20122230,Koopman
6011,Orgelmethodiek,INS3.1c BIJS,20123637,Koopman
6012,De orgels van de Oude Kerk in Amsterdam,INS3.1a NL,20126627a,Koopman
6013,Late Rembrandt,BIO REMB e,20127557,Koopman
6014,Christoph Graupner:,BIO GRAU c,20127413,Koopman
6015,Christoph Graupner:,BIO GRAU c,20127412,Koopman
6017,Musik und Dichtung.,BIB4 CH.COL,20123333,Koopman
6018,Deutsche Drucke des Barock 1600-1720: ,BIB4 DE.WOL 5,20127401,Koopman
6019,Religion and Rolitics in the Age of the Counterreformation :,TOP AT 5,20122146,Koopman
6020,"À la table des seigneurs, des moines et des paysans du Moyen Âge",HUM BIRL,20126478,Koopman
6021,Catalogue of Giedde's music collection in the Royal Library of Copenhagen,BIB4 DK.COP,20120750,Koopman
6022,Ein deutsches Opernballett des siebzehnten Jahrhunderts.,TOP DE 5,20120429,Koopman
6023,Orgeln in Slowenien,INS3.1a SI,20125790,Koopman
6023,Orgeln in Slowenien,INS3.1a SI,20129288,Koopman
6025,Tekeningen uit Stockholm,VIS BJUR,20129570,Koopman
6027,Beghinae in cantu instructae:,TOP BE.FLA 3,20120555,Koopman
6028,Oxford's Gargoyles and Grotesques,TOP GB.OXF,20125710,Koopman
6029,Early percussion instruments.,INS8a,20128969,Koopman
6030,"De verdubbelde harmony in een, voor dezen onbekend, doorluchtug musyc",TRE BLAN,20127118,Koopman
6031,Kerygma und Melos.,REF4 MAHR,20123351,Koopman
6032,Das Weihnachts-Oratorium von Johann Sebastian Bach,BIO BACH1 e,20121055,Koopman
6033,Kritischer Bericht: Weihnachts-Oratorium,SCO BACH1,20123502,Koopman
6034,Johannes Vermeer van Delft 1632-1675,BIO VERM1 d,20125038,Koopman
6036,Die Amalien-Bibliothek.,BIB4 DE.BER,20128619,Koopman
6037,Ferdinand Dejean (1731-1797),BIO DEJE d,20126844,Koopman
6038,Drottningholms Slottsteater,TOP SE.DRO,20126816,Koopman
6042,Die Choralbegleitung des 18. Jahrhunderts in der evangelischen Kirche Deutschlands,TOP DE 5,20122349,Koopman
6043,Catalogus van de kunstveiling 319,VIS CREM,20125048,Koopman
6045,Répertoire des catalogues de ventes de livres imprimés : ,BIB4 BE.BRU1,20126697,Koopman
6046,Nicolaas Heinsius in dienst van Christina van Zweden,BIO HEIN d,20123411,Koopman
6047,Contributions to the History of Isaac Vossius's Library,BIB1 BLOK,20120746,Koopman
6048,Nicolaas Heinsius in Napels (april-juli 1647),BIO HEIN e,20122491,Koopman
6049,Isaac Vossius en zijn kring:,BIO VOSS2 d,20120380,Koopman
6050,Willem Sluiter 1627-1673,BIO SLUI d,20120759,Koopman
6052,Memoires van een biograaf:,BIO WOLK a,20123707,Koopman
6053,Het verdorven genootschap,HUM BLOM,20127664,Koopman
6054,"""Liten och gammal - duger ingenting till"". Studier kring svensk orgelrörelse och det äldre svenska orgelbeståndet ca 1930-1980/83.",INS3.1a SE,20120030,Koopman
6055,The Harmoniemusik of Die Entführung aus dem Serail:,BIO MOZA1 e,20127332,Koopman
6056,De zachte toon der herdersfluit:,BIO WELL e,20125890,Koopman
6057,"Voyage d'un musicien en Italie, 1809-1812 /",BIO BLON d,20128363,Koopman
6058,Anthems,SCO BLOW,20121621,Koopman
6061,Dictionnaire du Grand Siècle,TOP FR 5,20123426,Koopman
6062,Martin Schongauer 1453?-1491,BIO SCHO4 d,20125899,Koopman
6064,Die Evangelische Kirchenmusik,GEN3,20125617,Koopman
6065,Syntagma Musicologicum.,TRE BLUM,20125413,Koopman
6065,Syntagma Musicologicum.,TRE BLUM,20122488,Koopman
6066,Studien zur Vorgeschichte der Orchestersuite im 15. und 16. Jahrhundert,GEN15,20126550,Koopman
6068,Geschichte der mehrstimmigen Stabat-mater-Vertonungen,GEN2,20120131,Koopman
6068,Geschichte der mehrstimmigen Stabat-mater-Vertonungen,GEN2,20120132,Koopman
6069,Giuditta,GEN7,20127134,Koopman
6070,Geschichte der Sing-Akademie zu Berlin,TOP DE.BER 5,20128439,Koopman
6072,Makers of the Harpsichord and Clavichord. 1440-1840,INS3.2b,20125168,Koopman
6073,Makers of the Harpsichord and Clavichord. 1440-1840,INS3.2b,20125167,Koopman
6074,Stabat Mater,SCO S BOCC,20121649,Koopman
6076,Beiträge der Kolloquien 2002-2003,BIO SCHU5 e,20122069,Koopman
6077,Der weimarische Musenhof 1756-1781,TOP DE.WEI1 5,20127140,Koopman
6078,Le Jeu de Saint Nicolas,LIT BODE a,20126521,Koopman
6079,Der Vortrag alter Klaviermusik,INS3.2d,20127139,Koopman
6080,Beethoven und andere Wunderkinder :,BIO BEET e,20120117,Koopman
6082,Is er nog toekomst voor de Nederlandse muziek?,TOP NL 7,20128437,Koopman
6083,"Das Bühnenkostum in Altertum, Mittelalter und Neuzeit",LIT BOEH a,20122995,Koopman
6084,Orgels in Amsterdam 1.,INS3.1a NL.AMS,20125830,Koopman
6085,Mozart:,BIO MOZA1 e,20127208,Koopman
6086,Catalogus van de handschriften van het Rijksmuseum Meermanno-Westreenianum,BIB 4 NL.HAG,20121190,Koopman
6088,Organa Britannica. Organs in Great Britain 1660-1860,INS3.1a GB,20129296,Koopman
6090,Katalog einer wertvollen Bibliothek von Musikbüchern des XV. bis XVIII. Jahrhunderts,BIB4 DE.LEI,20129342,Koopman
6091,Geïllustreerde geschiedenis der muziek:,GHM0 (glass cupboard),20123440,Koopman
6091,Geïllustreerde geschiedenis der muziek:,GHM0 (glass cupboard),20123439,Koopman
6093,De gevelstenen van Amsterdam,TOP NL.AMS,20121183,Koopman
6095,"Orlando di Lasso und seine Zeit, 1532-1594:",BIO LASS e,20123330,Koopman
6096,Lebenserinnerungen,BIO BOET b,20122156,Koopman
6097,Aus Orlando di Lassos Wirkungskreis:,TOP DE.MUN1 4,20123331,Koopman
6097,Aus Orlando di Lassos Wirkungskreis:,BIO LASS e,20126446,Koopman
6098,Geleerde kennis in de volkstaal :,TOP NL-->LIT BOGA a,20120392,Koopman
6100,"De Westlandse rederijkerskamers in de 16e en 17e eeuw,",TOP NL 4,20125237,Koopman
6104,Ich erinnere mich ganz genau,BIO BOHM a,20128861,Koopman
6105,Die frühdeutsche Oper in Thüringen:,TOP DE.THU 5,20123398,Koopman
6106,Fritz Neumeyer: Wege zur alten Musik.,BIO NEUM a,20120079,Koopman
6109,De dansen van het Trecento,TOP IT 3,20127995,Koopman
6111,Johannes Gijsbertus Bastiaans (1812-1875),BIO BAST d,20128422,Koopman
6113,La Basse de Viole du Temps de Marin Marais et d'Antoine Forqueray,INS4.5d BOL,20123483,Koopman
6115,Der Zug war pünktlich,LIT BOLL a,20120328,Koopman
6116,Ansichten eines Clowns.,PHI BOLL a,20120327,Koopman
6117,Gli organi storici della città dell'Aquila,INS3.1a IT.ACQ,20128701,Koopman
6118,L'Arpa Festante:,TOP DE.MUN1 5,20127837,Koopman
6119,Het orgel van de Sint Maartenskerk te Zaltbommel:,INS3.1e NL.ZAL,20128779,Koopman
6121,Das Danziger Theater im 16. und 17. Jahrhundert,TOP PL.GDA 4,20127516,Koopman
6122,Meesterwerken uit Delft,TOP NL.DEL,20121375,Koopman
6123,Dutch drawings from the Collection of Dr. C. Hofstede de Groot,VIS BOLT,20128180,Koopman
6124,Capriolen,LIT BOMA a,20122229,Koopman
6127,"Maestri di Lucca, i Guami e altri",TOP IT.LUC,20127809,Koopman
6128,The Showcase of Musical Instruments,INS1a,20128388,Koopman
6129,De meerstemmige Nederlandse liederen van de vijftiende en zestiende eeuw,TOP NL 4,20122668,Koopman
6130,Der Musiker und Komponist Johann Mattheson als Hamburger Publizist.,BIO MATT e,20121994,Koopman
6131,Les traces de la musique dans la cathédrale de Chartres,TOP FR.CHA,20125566,Koopman
6132,Denkmalorgeln in der Pfalz,INS3.1a DE,20121342,Koopman
6133,La cathedrale d'Evreux,TOP FR.EVR,20126584,Koopman
6134,Philidor et l'évolution de la musique française au XVIIIe siècle,BIO PHIL4 d,20123421,Koopman
6135,"Etienne Moulinié, 1599-1676 :",BIO MOUL d,20120781,Koopman
6138,Cantate a Clori,SCO BONO,20121872,Koopman
6139,Barokkorgelet I Nidarosdomen.,INS3.1a NO.TRO,20129292,Koopman
6141,A.C.W. Staring,BIO STAR d,20129069,Koopman
6142,Netherlandish drawings of the fifteenth and sixteenth centuries /,TOP NL 5,20128178,Koopman
6142,Netherlandish drawings of the fifteenth and sixteenth centuries /,TOP NL 5,20128177,Koopman
6144,De hommel in de Lage Landen,INS5.9a NL,20128333,Koopman
6145,Fireworks!,VIS BOOR,20121216,Koopman
6146,Justus van Effen,BIO EFFE d,20120931,Koopman
6147,Die Melodien des Bonner Gesangbuches in seinen Ausgaben zwischen 1550 und 1630.,TOP DE.BON 4,20127699,Koopman
6148,Die Gotische Orgel zu Halberstadt.,INS3.1e DE.HAL2,20128712,Koopman
6150,Orgel- und Spieluhrenbau.,INS3.1b BRUD,20128714,Koopman
6150,Orgel- und Spieluhrenbau.,INS3.1b BRUD,20126621,Koopman
6151,Das Positiv,INS3.1a,20128821,Koopman
6152,Contribution à l'interprétation de la musique française au XVIIIe siècle,TOP FR 5,20127708,Koopman
6153,L'interprétation de la musique française (de Lully à la révolution),MTP 2 BORR,20125306,Koopman
6154,Geschiedenis van de muziek in de Nederlanden,TOP BE 0,20127969,Koopman
6154,Geschiedenis van de muziek in de Nederlanden,TOP BE 0,20127968,Koopman
6156,The Sources of Keyboard Music in England,INS3.2a GB,20125338,Koopman
6157,Quelques notes sur les chansons françaises et les madrigaux italiens de J. P. Sweelinck,BIO SWEE1 e,20128304,Koopman
6158,Roland de Lassus,BIO LASS d,20125728,Koopman
6160,Kirnbergers Leben und Werk und seine Bedeutung im Berliner Musikkreis um 1750.,BIO KIRN d,20126739,Koopman
6161,Musikleben in Japan in Geschichte und Gegenwart.,TOP JP,20127927,Koopman
6162,Teatri storici:,TOP IT,20125846,Koopman
6163,La Vie et l'oeuvre de Ludwig van Beethoven,BIO BEET d,20121280,Koopman
6164,La Vie et l'œuvre de Wolfgang-Amadeus Mozart par l'image,BIO MOZA1 b,20121257,Koopman
6167,Gotik in Oberbayern,TOP DE.BAV 4,20125213,Koopman
6169,"Antoine-Ignace Melling, 1763-1831, reizend kunstenaar /",BIO MELL d,20122573,Koopman
6170,Quellen und Forschungen zur Orgelgeschichte de Mittelrheins,INS3.1b DE,20128727,Koopman
6170,Quellen und Forschungen zur Orgelgeschichte de Mittelrheins,INS3.1b DE,20128726,Koopman
6172,Quellen und Forschungen zur Orgelgeschichte des Mittelrheins,INS3.1b DE,20128729,Koopman
